Restaurant Name,Address,Open/Close Times,Item Name,Price
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Palak Paneer,$16.74
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Malai Kofta,$16.74
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Jain Channa Bhatura,$15.54
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Jain Pao Bhaji,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Aloo Piyaz Paratha platter,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Gobhi Paratha Platter,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Mooli Paratha platter,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Chili Cheese Paratha platter,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Hara Bhara Paratha platter,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Paneer Paratha platter,$15.54
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Everything paratha platter,$15.54
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Mithaas Special Thali,$19.14
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Amritsari Thali,$17.94
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Navratri Thali,$20.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Veg Burger- Kids,$11.94
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Mini Cheese Toast,$11.94
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Kids Noodles,$11.94
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Chocolate Dosa,$11.94
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Tandoori Naan pcs,$4.74
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Tandoori Roti pcs,$4.74
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Laccha Paratha pcs,$4.74
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Garlic Naan pcs,$4.74
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,RoomaliRoti pcs,$4.74
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Tandoori Kulcha pcs(Paneer/Onion/Aloo/Gobhi),$5.94
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Paratha pcs(Aloo/Gobhi/Paneer/Onion),$5.94
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Tandoori Paneer Tikka,$16.74
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Veg Seekh Kebab,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Tandoori Soy Chops,$16.74
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Onion Naan,$5.94
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,NA,$4.74
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Idli 4 pc,$11.94
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Medu Vada,$11.94
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Idli Vada combo,$11.94
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Paneer 65,$15.54
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Mysore Plain Dosa,$13.14
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Plain dosa,$13.14
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Masala Dosa,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Onion Masala Dosa,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Mysore Masala Dosa,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Rava Plain Dosa,$11.94
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Onion Rava Plain,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Spring Dosa,$16.74
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Onion Uttapam,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Onion Tomato Chili Uttapam,$15.54
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Veg Uttapam,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Cheese Dosa,$15.54
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Paneer Dosa,$15.54
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Rava Masala Dosa,$15.54
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Onion Rava Masala Dosa,$15.54
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Cheese Uttapam,$15.54
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Dosa Rava Paneer Masala,$15.54
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Chilli Garlic Noodles,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Chilli Garlic Rice,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Chilli Paneer (Dry),$15.54
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Chilli Paneer (Gravy),$15.54
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Chilli Potato Dry,$13.14
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Gobhi Manchurian (Dry),$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Gobhi Manchurian (Gravy),$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Hot N Sour Soup,$8.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Manchow Soup,$8.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Schezwan Fried Rice,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Shezwan Noodle,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Sweet Corn Soup,$8.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Veg Fried Rice,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Veg Hakka Noodle,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Veg Manchurian (Dry),$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Veg Manchurian (Gravy),$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Veg Manchurian Fried Rice,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Veg Noodles,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Veg Spring Roll,$10.74
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Veg. Chilli In Garlic Sauce,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Plate Dhokla,$7.14
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Gur Rasmali,$7.14
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Halwa Of The Day,$7.14
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Malai Kulfi,$5.94
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Malpua Rabri,$7.14
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Dhokla Plate,$5.94
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Mawa Gulab Jamun,$5.94
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Pista Kulfi With Falooda,$7.14
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Rabdi Spl,$7.14
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Rasgulla,$5.94
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Mithai 12.99 lb,$14.34
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Mithai 14.99,$15.54
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Mithai13.99,$16.74
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Mithai 20.00,$18.00
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Sweet 12.95 Lb,$26.40
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,FANCY BOX 25,$30.00
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,FANCY BOX30,$42.00
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,FANCY BOX 40,$48.00
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,FANCY BOX 45,$54.00
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,FANCY BOX 50,$60.00
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,FANCY BOX 55,$66.00
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,FANCY BOX 60,$72.00
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,1 PC BHATURA,$3.54
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,1 PC NAAN,$3.00
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,2pcs Pau,$1.50
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,1 PC ROOMALI,$4.20
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Chapati,$2.40
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Plain Rice,$2.40
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,1 THALI REFIL,$3.00
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Poori,$4.20
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,SAMBHAR,$1.80
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,1 PC MAKKI ROTI,$3.00
Mithaas - Hicksville,"217 Bethpage Rd, Hicksville, NY 11801, USA",Mon-Sun: 11:00 AM - 9:30 PM,Medium Tray,$75.00
